################################################################
# abuse.ch Feodo Tracker Botnet C2 IP Blocklist (CSV)          #
# Last updated: 2021-12-20 00:03:32 UTC                        #
#                                                              #
# Terms Of Use: https://feodotracker.abuse.ch/blocklist/       #
# For questions please contact feodotracker [at] abuse.ch      #
################################################################
#
"first_seen_utc","dst_ip","dst_port","c2_status","last_online","malware"
"2021-12-11 04:25:26","138.36.1.137","443","offline","2021-12-14","TrickBot"
"2021-12-12 06:44:55","94.136.143.124","443","online","2021-12-20","TrickBot"
"2021-12-12 06:45:27","82.160.88.100","443","offline","2021-12-13","TrickBot"
"2021-12-12 07:04:59","158.140.143.54","443","online","2021-12-20","TrickBot"
"2021-12-12 07:06:16","109.196.148.123","443","offline","2021-12-17","TrickBot"
"2021-12-12 15:48:28","87.120.254.112","443","offline","2021-12-15","BazarLoader"
"2021-12-12 15:48:28","87.120.8.248","443","offline","2021-12-15","BazarLoader"
"2021-12-12 15:48:28","87.120.8.198","443","offline","2021-12-15","BazarLoader"
"2021-12-12 15:48:28","87.121.52.248","443","offline","2021-12-15","BazarLoader"
"2021-12-12 22:30:08","180.214.246.226","7443","offline","2021-12-15","Dridex"
"2021-12-13 09:08:28","91.92.109.141","443","offline","2021-12-15","BazarLoader"
"2021-12-13 16:59:47","39.49.21.132","995","offline","2021-12-13","QakBot"
"2021-12-13 16:59:49","186.64.87.213","443","online","2021-12-20","QakBot"
"2021-12-13 17:13:52","188.40.48.93","4664","online","2021-12-20","Dridex"
"2021-12-13 17:13:52","104.36.167.47","443","online","2021-12-20","Dridex"
"2021-12-13 17:13:53","217.160.5.104","593","online","2021-12-20","Dridex"
"2021-12-14 05:19:46","78.180.163.25","995","offline","2021-12-16","QakBot"
"2021-12-14 09:48:28","185.183.98.39","443","online","2021-12-20","BazarLoader"
"2021-12-14 09:48:29","87.120.8.129","443","offline","2021-12-15","BazarLoader"
"2021-12-14 09:48:29","87.120.8.163","443","offline","2021-12-15","BazarLoader"
"2021-12-14 09:48:29","94.140.112.185","443","offline","2021-12-14","BazarLoader"
"2021-12-14 09:48:29","147.189.143.13","443","offline","2021-12-15","BazarLoader"
"2021-12-14 09:58:27","194.15.112.35","443","online","2021-12-20","BazarLoader"
"2021-12-14 14:49:48","39.49.104.126","995","offline","2021-12-14","QakBot"
"2021-12-14 21:36:14","1.234.65.61","8080","online","2021-12-20","Emotet"
"2021-12-15 05:38:29","87.120.8.99","443","offline","2021-12-15","BazarLoader"
"2021-12-15 05:38:29","31.13.195.189","443","offline","2021-12-15","BazarLoader"
"2021-12-15 16:39:45","176.24.150.197","443","online","2021-12-20","QakBot"
"2021-12-16 01:18:49","134.209.247.135","6602","online","2021-12-20","Dridex"
"2021-12-16 01:18:50","89.31.56.58","593","offline","2021-12-16","Dridex"
"2021-12-16 01:18:51","194.233.68.48","5228","online","2021-12-20","Dridex"
"2021-12-16 04:59:47","86.97.9.219","443","offline","2021-12-16","QakBot"
"2021-12-16 08:25:45","170.78.0.135","443","online","2021-12-20","TrickBot"
"2021-12-16 09:34:07","94.140.113.0","443","offline","2021-12-16","BazarLoader"
"2021-12-16 09:34:08","103.124.106.174","443","online","2021-12-20","BazarLoader"
"2021-12-16 19:02:15","94.200.181.154","995","online","2021-12-20","QakBot"
"2021-12-17 20:48:58","144.91.122.94","443","online","2021-12-20","Dridex"
"2021-12-17 20:48:59","167.99.141.108","4664","online","2021-12-20","Dridex"
"2021-12-17 20:48:59","37.59.74.180","593","online","2021-12-20","Dridex"
"2021-12-17 20:48:59","194.9.172.107","9217","online","2021-12-20","Dridex"
"2021-12-17 22:32:55","50.238.6.36","443","online","2021-12-20","QakBot"
"2021-12-17 22:32:57","24.95.61.62","443","online","2021-12-20","QakBot"
"2021-12-17 22:32:58","32.221.229.7","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:01","5.54.35.115","995","offline","2021-12-18","QakBot"
"2021-12-17 22:33:03","75.110.250.187","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:03","63.153.187.104","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:03","24.53.49.240","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:04","114.79.148.170","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:05","78.101.82.198","995","offline","2021-12-19","QakBot"
"2021-12-17 22:33:05","74.15.2.252","2222","online","2021-12-20","QakBot"
"2021-12-17 22:33:06","217.128.93.27","2222","online","2021-12-20","QakBot"
"2021-12-17 22:33:06","24.178.196.158","2222","online","2021-12-20","QakBot"
"2021-12-17 22:33:06","96.80.109.57","995","online","2021-12-20","QakBot"
"2021-12-17 22:33:07","149.135.101.20","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:08","217.165.123.47","61200","online","2021-12-20","QakBot"
"2021-12-17 22:33:08","209.210.95.228","32100","online","2021-12-20","QakBot"
"2021-12-17 22:33:08","80.14.196.176","2222","online","2021-12-20","QakBot"
"2021-12-17 22:33:08","67.209.195.198","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:08","78.101.82.198","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:09","24.222.20.254","443","online","2021-12-20","QakBot"
"2021-12-17 22:33:11","86.98.53.83","443","offline","2021-12-18","QakBot"
"2021-12-17 22:33:11","76.169.147.192","32103","online","2021-12-20","QakBot"
"2021-12-17 22:33:19","23.233.146.92","443","offline","2021-12-20","QakBot"
"2021-12-17 22:33:20","70.51.134.181","2222","offline","2021-12-18","QakBot"
"2021-12-17 22:33:29","187.189.86.168","443","offline","2021-12-17","QakBot"
"2021-12-18 00:08:11","65.128.36.247","443","offline","2021-12-19","QakBot"
"2021-12-18 03:28:09","106.51.48.170","50001","offline","2021-12-19","QakBot"
"2021-12-18 04:08:16","182.191.92.203","995","online","2021-12-20","QakBot"
"2021-12-18 06:28:07","111.125.245.116","995","online","2021-12-20","QakBot"
"2021-12-19 04:48:06","114.79.145.28","443","offline","2021-12-19","QakBot"
"2021-12-19 20:05:44","194.29.101.118","443","online","2021-12-20","BazarLoader"
"2021-12-19 20:05:44","87.121.52.177","443","offline","2021-12-20","BazarLoader"
"2021-12-19 20:05:45","87.120.8.91","443","offline","2021-12-20","BazarLoader"
"2021-12-20 00:03:32","59.6.7.83","61200","online","2021-12-20","QakBot"
# END 750 entries
